Word,NumId
Angry,4
Furious,4
Mad,4
Calm,-4
Peaceful,-4
Serene,-4
Kind,5
Compassionate,5
Gentle,5
Cruel,-5
Mean,-5
Harsh,-5
Brave,6
Courageous,6
Valiant,6
Cowardly,-6
Fearful,-6
Timid,-6
